reg_id,url,name,reg_role,reg_type,reg_status,reg_status_date,client,organization,lobbying_firm
404027,/lra/reporting/public/registrar/view.do?method=get&registrationId=404027,"Dunlop, Stephanie",Consultant Lobbyist,Consultant Lobbyist,Active,"December 18, 2020",Neighborhood Pharmacy Association of Canada,,Hill+Knowlton Strategies
7298829,/lra/reporting/public/registrar/view.do?method=get&registrationId=7298829,"Dunlop, Stephanie",Consultant Lobbyist,Consultant Lobbyist,Terminated,"July   13, 2017",Sanofi Pasteur,,The Capital Hill Group
256914,/lra/reporting/public/registrar/view.do?method=get&registrationId=256914,"Dunton, Elizabeth",In House Lobbyist,Organization,Terminated,"January  06, 2019",,Lundbeck Canada Inc.,
10979097,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979097,"Dunton, Elizabeth",In House Lobbyist,Organization,Terminated,"July   03, 2018",,Lundbeck Canada Inc.,
444291,/lra/reporting/public/registrar/view.do?method=get&registrationId=444291,"Duong, Michael",In House Lobbyist,Organization,Awaiting Update,"September 24, 2021",,HOFFMANN-LA ROCHE LIMITED,
287848,/lra/reporting/public/registrar/view.do?method=get&registrationId=287848,"Duong, Michael",In House Lobbyist,Organization,Terminated,"May    03, 2019",,HOFFMANN-LA ROCHE LIMITED,
302140,/lra/reporting/public/registrar/view.do?method=get&registrationId=302140,"Duong, Michael",In House Lobbyist,Organization,Terminated,"November 06, 2019",,HOFFMANN-LA ROCHE LIMITED,
330387,/lra/reporting/public/registrar/view.do?method=get&registrationId=330387,"Duong, Michael",In House Lobbyist,Organization,Terminated,"May    19, 2020",,HOFFMANN-LA ROCHE LIMITED,
372412,/lra/reporting/public/registrar/view.do?method=get&registrationId=372412,"Duong, Michael",In House Lobbyist,Organization,Terminated,"January  11, 2021",,HOFFMANN-LA ROCHE LIMITED,
405524,/lra/reporting/public/registrar/view.do?method=get&registrationId=405524,"Duong, Michael",In House Lobbyist,Organization,Terminated,"August  16, 2021",,HOFFMANN-LA ROCHE LIMITED,
1318301,/lra/reporting/public/registrar/view.do?method=get&registrationId=1318301,"Dutfield, Andy",In House Lobbyist,Organization,Terminated,"October  15, 2013",,Lafarge Canada Inc.,
39039,/lra/reporting/public/registrar/view.do?method=get&registrationId=39039,"Duthoit, Beverly",In House Lobbyist,Organization,Terminated,"May    07, 2014",,Manitoba Telecom Services Inc.,
55013,/lra/reporting/public/registrar/view.do?method=get&registrationId=55013,"Duthoit, Beverly",In House Lobbyist,Organization,Terminated,"January  05, 2015",,Manitoba Telecom Services Inc.,
448440,/lra/reporting/public/registrar/view.do?method=get&registrationId=448440,"Duval, Alicia",In House Lobbyist,Organization,Active,"August  04, 2021",,GS1 Canada,
76051,/lra/reporting/public/registrar/view.do?method=get&registrationId=76051,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"June   22, 2015",,GS1 Canada,
211123,/lra/reporting/public/registrar/view.do?method=get&registrationId=211123,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"October  25, 2017",,GS1 Canada,
224400,/lra/reporting/public/registrar/view.do?method=get&registrationId=224400,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"May    01, 2018",,GS1 Canada,
250917,/lra/reporting/public/registrar/view.do?method=get&registrationId=250917,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"November 20, 2018",,GS1 Canada,
290256,/lra/reporting/public/registrar/view.do?method=get&registrationId=290256,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"July   11, 2019",,GS1 Canada,
322765,/lra/reporting/public/registrar/view.do?method=get&registrationId=322765,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"January  23, 2020",,GS1 Canada,
364331,/lra/reporting/public/registrar/view.do?method=get&registrationId=364331,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"July   24, 2020",,GS1 Canada,
378693,/lra/reporting/public/registrar/view.do?method=get&registrationId=378693,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"January  26, 2021",,GS1 Canada,
411764,/lra/reporting/public/registrar/view.do?method=get&registrationId=411764,"Duval, Alicia",In House Lobbyist,Organization,Terminated,"August  04, 2021",,GS1 Canada,
72093,/lra/reporting/public/registrar/view.do?method=get&registrationId=72093,"Dybka, Ed",In House Lobbyist,Organization,Terminated,"January  28, 2015",,AstraZeneca Canada Inc.,
93643,/lra/reporting/public/registrar/view.do?method=get&registrationId=93643,"Dybka, Ed",In House Lobbyist,Organization,Terminated,"August  26, 2015",,AstraZeneca Canada Inc.,
119264,/lra/reporting/public/registrar/view.do?method=get&registrationId=119264,"Dybka, Ed",In House Lobbyist,Organization,Terminated,"March   02, 2016",,AstraZeneca Canada Inc.,
144768,/lra/reporting/public/registrar/view.do?method=get&registrationId=144768,"Dybka, Ed",In House Lobbyist,Organization,Terminated,"September 20, 2016",,AstraZeneca Canada Inc.,
193164,/lra/reporting/public/registrar/view.do?method=get&registrationId=193164,"Dybka, Ed",In House Lobbyist,Organization,Terminated,"March   31, 2017",,AstraZeneca Canada Inc.,
211255,/lra/reporting/public/registrar/view.do?method=get&registrationId=211255,"Dybka, Ed",In House Lobbyist,Organization,Terminated,"October  03, 2017",,AstraZeneca Canada Inc.,
222841,/lra/reporting/public/registrar/view.do?method=get&registrationId=222841,"Dybka, Ed",In House Lobbyist,Organization,Terminated,"April   24, 2018",,AstraZeneca Canada Inc.,
72093,/lra/reporting/public/registrar/view.do?method=get&registrationId=72093,"Dybka, Ed",Senior Officer,Organization,Terminated,"January  28, 2015",,AstraZeneca Canada Inc.,
93643,/lra/reporting/public/registrar/view.do?method=get&registrationId=93643,"Dybka, Ed",Senior Officer,Organization,Terminated,"August  26, 2015",,AstraZeneca Canada Inc.,
119264,/lra/reporting/public/registrar/view.do?method=get&registrationId=119264,"Dybka, Ed",Senior Officer,Organization,Terminated,"March   02, 2016",,AstraZeneca Canada Inc.,
144768,/lra/reporting/public/registrar/view.do?method=get&registrationId=144768,"Dybka, Ed",Senior Officer,Organization,Terminated,"September 20, 2016",,AstraZeneca Canada Inc.,
193164,/lra/reporting/public/registrar/view.do?method=get&registrationId=193164,"Dybka, Ed",Senior Officer,Organization,Terminated,"March   31, 2017",,AstraZeneca Canada Inc.,
211255,/lra/reporting/public/registrar/view.do?method=get&registrationId=211255,"Dybka, Ed",Senior Officer,Organization,Terminated,"October  03, 2017",,AstraZeneca Canada Inc.,
226967,/lra/reporting/public/registrar/view.do?method=get&registrationId=226967,"Dyker, George",In House Lobbyist,Organization,Terminated,"May    23, 2018",,Boehringer Ingelheim Canada Ltd,
252087,/lra/reporting/public/registrar/view.do?method=get&registrationId=252087,"Dyker, George",In House Lobbyist,Organization,Terminated,"January  03, 2019",,Boehringer Ingelheim Canada Ltd,
293011,/lra/reporting/public/registrar/view.do?method=get&registrationId=293011,"Dyker, George",In House Lobbyist,Organization,Terminated,"July   08, 2019",,Boehringer Ingelheim Canada Ltd,
10554316,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554316,"Dyker, George",In House Lobbyist,Organization,Terminated,"November 17, 2017",,Boehringer Ingelheim Canada Ltd,
327132,/lra/reporting/public/registrar/view.do?method=get&registrationId=327132,"Dyrda, Peter",In House Lobbyist,Organization,Terminated,"April   08, 2020",,Janssen Inc.,
10979090,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979090,"Eaton, James",In House Lobbyist,Organization,Terminated,"September 06, 2018",,Nuuvera Inc.,
20556,/lra/reporting/public/registrar/view.do?method=get&registrationId=20556,"Edmond, Judy",In House Lobbyist,Organization,Terminated,"July   03, 2013",,The Manitoba Teachers' Society,
33832,/lra/reporting/public/registrar/view.do?method=get&registrationId=33832,"Edmond, Judy",In House Lobbyist,Organization,Terminated,"January  06, 2014",,The Manitoba Teachers' Society,
45033,/lra/reporting/public/registrar/view.do?method=get&registrationId=45033,"Edmond, Judy",In House Lobbyist,Organization,Terminated,"August  08, 2014",,The Manitoba Teachers' Society,
72921,/lra/reporting/public/registrar/view.do?method=get&registrationId=72921,"Edmond, Judy",In House Lobbyist,Organization,Terminated,"February 11, 2015",,The Manitoba Teachers' Society,
94476,/lra/reporting/public/registrar/view.do?method=get&registrationId=94476,"Edmond, Judy",In House Lobbyist,Organization,Terminated,"October  13, 2015",,The Manitoba Teachers' Society,
489754,/lra/reporting/public/registrar/view.do?method=get&registrationId=489754,"Edmond, Judy",In House Lobbyist,Organization,Terminated,"December 20, 2012",,The Manitoba Teachers' Society,
39387,/lra/reporting/public/registrar/view.do?method=get&registrationId=39387,"Edwards, Paul",In House Lobbyist,Organization,Terminated,"March   21, 2014",,GlaxoSmithKline,
52451,/lra/reporting/public/registrar/view.do?method=get&registrationId=52451,"Edwards, Paul",In House Lobbyist,Organization,Terminated,"October  21, 2014",,GlaxoSmithKline,
76291,/lra/reporting/public/registrar/view.do?method=get&registrationId=76291,"Edwards, Paul",In House Lobbyist,Organization,Terminated,"June   22, 2015",,GlaxoSmithKline,
943563,/lra/reporting/public/registrar/view.do?method=get&registrationId=943563,"Edwards, Paul",In House Lobbyist,Organization,Terminated,"September 09, 2013",,GlaxoSmithKline,
436590,/lra/reporting/public/registrar/view.do?method=get&registrationId=436590,"Eger, Bryce",In House Lobbyist,Organization,Active,"April   27, 2021",,Corteva Agriscience Canada Company,
436590,/lra/reporting/public/registrar/view.do?method=get&registrationId=436590,"Eger, Bryce",Senior Officer,Organization,Active,"April   27, 2021",,Corteva Agriscience Canada Company,
226291,/lra/reporting/public/registrar/view.do?method=get&registrationId=226291,"Eickmeier, Ryan",In House Lobbyist,Organization,Terminated,"May    28, 2018",,Canadian Franchise Association (CFA),
10554314,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554314,"Eickmeier, Ryan",In House Lobbyist,Organization,Terminated,"November 14, 2017",,Canadian Franchise Association (CFA),
76051,/lra/reporting/public/registrar/view.do?method=get&registrationId=76051,"Eickmeier, Ryan",In House Lobbyist,Organization,Terminated,"June   22, 2015",,GS1 Canada,
2642106,/lra/reporting/public/registrar/view.do?method=get&registrationId=2642106,"Eickmeier, Ryan",In House Lobbyist,Organization,Terminated,"October  20, 2014",,GS1 Canada,
8288209,/lra/reporting/public/registrar/view.do?method=get&registrationId=8288209,"Eickmeier, Ryan",In House Lobbyist,Organization,Terminated,"April   05, 2017",,GS1 Canada,
444572,/lra/reporting/public/registrar/view.do?method=get&registrationId=444572,"El-Masri, Ranya",In House Lobbyist,Organization,Active,"September 13, 2021",,GlaxoSmithKline,
359498,/lra/reporting/public/registrar/view.do?method=get&registrationId=359498,"El-Masri, Ranya",In House Lobbyist,Organization,Terminated,"July   13, 2020",,GlaxoSmithKline,
377633,/lra/reporting/public/registrar/view.do?method=get&registrationId=377633,"El-Masri, Ranya",In House Lobbyist,Organization,Terminated,"January  14, 2021",,GlaxoSmithKline,
406647,/lra/reporting/public/registrar/view.do?method=get&registrationId=406647,"El-Masri, Ranya",In House Lobbyist,Organization,Terminated,"July   15, 2021",,GlaxoSmithKline,
12516253,/lra/reporting/public/registrar/view.do?method=get&registrationId=12516253,"El-Masri, Ranya",In House Lobbyist,Organization,Terminated,"December 31, 2018",,GlaxoSmithKline,
14775381,/lra/reporting/public/registrar/view.do?method=get&registrationId=14775381,"El-Masri, Ranya",In House Lobbyist,Organization,Terminated,"January  10, 2020",,GlaxoSmithKline,
46101,/lra/reporting/public/registrar/view.do?method=get&registrationId=46101,"El-Masri, Ranya",In House Lobbyist,Organization,Terminated,"July   22, 2014",,MERCK CANADA INC.,
71862,/lra/reporting/public/registrar/view.do?method=get&registrationId=71862,"El-Masri, Ranya",In House Lobbyist,Organization,Terminated,"January  24, 2015",,MERCK CANADA INC.,
444572,/lra/reporting/public/registrar/view.do?method=get&registrationId=444572,"El-Refaie, Faris",In House Lobbyist,Organization,Active,"September 13, 2021",,GlaxoSmithKline,
444572,/lra/reporting/public/registrar/view.do?method=get&registrationId=444572,"El-Refaie, Faris",Senior Officer,Organization,Active,"September 13, 2021",,GlaxoSmithKline,
377633,/lra/reporting/public/registrar/view.do?method=get&registrationId=377633,"El-Refaie, Faris",In House Lobbyist,Organization,Terminated,"January  14, 2021",,GlaxoSmithKline,
406647,/lra/reporting/public/registrar/view.do?method=get&registrationId=406647,"El-Refaie, Faris",In House Lobbyist,Organization,Terminated,"July   15, 2021",,GlaxoSmithKline,
377633,/lra/reporting/public/registrar/view.do?method=get&registrationId=377633,"El-Refaie, Faris",Senior Officer,Organization,Terminated,"January  14, 2021",,GlaxoSmithKline,
406647,/lra/reporting/public/registrar/view.do?method=get&registrationId=406647,"El-Refaie, Faris",Senior Officer,Organization,Terminated,"July   15, 2021",,GlaxoSmithKline,
207186,/lra/reporting/public/registrar/view.do?method=get&registrationId=207186,"Elcock, Hartland",In House Lobbyist,Organization,Terminated,"July   31, 2017",,Canadian Bankers Association,
217483,/lra/reporting/public/registrar/view.do?method=get&registrationId=217483,"Elcock, Hartland",In House Lobbyist,Organization,Terminated,"March   09, 2018",,Canadian Bankers Association,
245374,/lra/reporting/public/registrar/view.do?method=get&registrationId=245374,"Elcock, Hartland",In House Lobbyist,Organization,Terminated,"September 13, 2018",,Canadian Bankers Association,
445558,/lra/reporting/public/registrar/view.do?method=get&registrationId=445558,"Ellender, Philip",Senior Officer,Organization,Active,"August  03, 2021",,"Koch Companies Public Sector, LLC and Affiliates",
229784,/lra/reporting/public/registrar/view.do?method=get&registrationId=229784,"Ellender, Philip",Senior Officer,Organization,Terminated,"July   10, 2018",,"Koch Companies Public Sector, LLC and Affiliates",
257725,/lra/reporting/public/registrar/view.do?method=get&registrationId=257725,"Ellender, Philip",Senior Officer,Organization,Terminated,"January  16, 2019",,"Koch Companies Public Sector, LLC and Affiliates",
294264,/lra/reporting/public/registrar/view.do?method=get&registrationId=294264,"Ellender, Philip",Senior Officer,Organization,Terminated,"July   17, 2019",,"Koch Companies Public Sector, LLC and Affiliates",
323447,/lra/reporting/public/registrar/view.do?method=get&registrationId=323447,"Ellender, Philip",Senior Officer,Organization,Terminated,"January  20, 2020",,"Koch Companies Public Sector, LLC and Affiliates",
363981,/lra/reporting/public/registrar/view.do?method=get&registrationId=363981,"Ellender, Philip",Senior Officer,Organization,Terminated,"July   21, 2020",,"Koch Companies Public Sector, LLC and Affiliates",
378323,/lra/reporting/public/registrar/view.do?method=get&registrationId=378323,"Ellender, Philip",Senior Officer,Organization,Terminated,"January  26, 2021",,"Koch Companies Public Sector, LLC and Affiliates",
408059,/lra/reporting/public/registrar/view.do?method=get&registrationId=408059,"Ellender, Philip",Senior Officer,Organization,Terminated,"August  02, 2021",,"Koch Companies Public Sector, LLC and Affiliates",
10554330,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554330,"Ellender, Philip",Senior Officer,Organization,Terminated,"January  08, 2018",,"Koch Companies Public Sector, LLC and Affliates",
10979068,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979068,"Elliott, Robert",Consultant Lobbyist,Consultant Lobbyist,Terminated,"October  01, 2019",Juvenile Diabetes Research Foundation,,Temple Scott Associates
5171751,/lra/reporting/public/registrar/view.do?method=get&registrationId=5171751,"Elliott, Robert",Consultant Lobbyist,Consultant Lobbyist,Terminated,"June   03, 2016",Peoples Trust,,Temple Scott Associates Inc.
13160724,/lra/reporting/public/registrar/view.do?method=get&registrationId=13160724,"Elliott, Robert",Consultant Lobbyist,Consultant Lobbyist,Terminated,"October  01, 2019",Peoples Trust,,Temple Scott Associates Inc.
412281,/lra/reporting/public/registrar/view.do?method=get&registrationId=412281,"Ellis, Jeff",In House Lobbyist,Organization,Termination Pending,"July   27, 2021",,MERCK CANADA INC.,
166315,/lra/reporting/public/registrar/view.do?method=get&registrationId=166315,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"March   09, 2017",,Canadian Pacific,
210310,/lra/reporting/public/registrar/view.do?method=get&registrationId=210310,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"September 12, 2017",,Canadian Pacific,
221360,/lra/reporting/public/registrar/view.do?method=get&registrationId=221360,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"April   23, 2018",,Canadian Pacific,
248814,/lra/reporting/public/registrar/view.do?method=get&registrationId=248814,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"November 13, 2018",,Canadian Pacific,
289801,/lra/reporting/public/registrar/view.do?method=get&registrationId=289801,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"May    22, 2019",,Canadian Pacific,
304180,/lra/reporting/public/registrar/view.do?method=get&registrationId=304180,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"January  14, 2020",,Canadian Pacific,
362927,/lra/reporting/public/registrar/view.do?method=get&registrationId=362927,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"July   30, 2020",,Canadian Pacific,
379124,/lra/reporting/public/registrar/view.do?method=get&registrationId=379124,"Ellis, Jeffrey",In House Lobbyist,Organization,Terminated,"February 02, 2021",,Canadian Pacific,
413105,/lra/reporting/public/registrar/view.do?method=get&registrationId=413105,"Ellis, Jeffrey",In House Lobbyist,Organization,Termination Pending,"July   19, 2021",,Canadian Pacific,
21614,/lra/reporting/public/registrar/view.do?method=get&registrationId=21614,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"August  13, 2013",,Janssen Inc.,
37925,/lra/reporting/public/registrar/view.do?method=get&registrationId=37925,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"April   01, 2014",,Janssen Inc.,
53662,/lra/reporting/public/registrar/view.do?method=get&registrationId=53662,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"October  09, 2014",,Janssen Inc.,
75710,/lra/reporting/public/registrar/view.do?method=get&registrationId=75710,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"May    12, 2015",,Janssen Inc.,
99525,/lra/reporting/public/registrar/view.do?method=get&registrationId=99525,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"January  11, 2016",,Janssen Inc.,
162516,/lra/reporting/public/registrar/view.do?method=get&registrationId=162516,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"January  13, 2017",,Janssen Inc.,
206612,/lra/reporting/public/registrar/view.do?method=get&registrationId=206612,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"July   18, 2017",,Janssen Inc.,
216560,/lra/reporting/public/registrar/view.do?method=get&registrationId=216560,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"January  31, 2018",,Janssen Inc.,
295839,/lra/reporting/public/registrar/view.do?method=get&registrationId=295839,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"January  14, 2013",,Janssen Inc.,
5882785,/lra/reporting/public/registrar/view.do?method=get&registrationId=5882785,"Ellis, Shaun",In House Lobbyist,Organization,Terminated,"July   05, 2016",,Janssen Inc.,
221907,/lra/reporting/public/registrar/view.do?method=get&registrationId=221907,"Elsley Swan, Anne",In House Lobbyist,Organization,Terminated,"May    20, 2013",,HOFFMANN-LA ROCHE LIMITED,
1904350,/lra/reporting/public/registrar/view.do?method=get&registrationId=1904350,"Elsley-Swan, Anne",In House Lobbyist,Organization,Terminated,"February 25, 2014",,HOFFMANN-LA ROCHE LIMITED,
146454,/lra/reporting/public/registrar/view.do?method=get&registrationId=146454,"Engel, Gregory Malcolm",In House Lobbyist,Organization,Terminated,"December 22, 2016",,"Lafitte Ventures, Ltd dba Tilray",
5882769,/lra/reporting/public/registrar/view.do?method=get&registrationId=5882769,"Engel, Gregory Malcolm",In House Lobbyist,Organization,Terminated,"April   20, 2016",,"Lafitte Ventures, Ltd dba Tilray",
146454,/lra/reporting/public/registrar/view.do?method=get&registrationId=146454,"Engel, Gregory Malcolm",Senior Officer,Organization,Terminated,"December 22, 2016",,"Lafitte Ventures, Ltd dba Tilray",
5882769,/lra/reporting/public/registrar/view.do?method=get&registrationId=5882769,"Engel, Gregory Malcolm",Senior Officer,Organization,Terminated,"April   20, 2016",,"Lafitte Ventures, Ltd dba Tilray",
10979099,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979099,"Enns, Andrew",Consultant Lobbyist,Consultant Lobbyist,Terminated,"May    01, 2021",Loblaw Companies Ltd,,
11481900,/lra/reporting/public/registrar/view.do?method=get&registrationId=11481900,"Enns, Andrew",Consultant Lobbyist,Consultant Lobbyist,Terminated,"December 31, 2018",Motorola Solutions Canada,,
403554,/lra/reporting/public/registrar/view.do?method=get&registrationId=403554,"Enns, Andrew",Consultant Lobbyist,Consultant Lobbyist,Terminated,"March   31, 2021",Purolator,,Enterprise Canada
10554310,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554310,"Enns, Andrew",Consultant Lobbyist,Consultant Lobbyist,Terminated,"October  26, 2017",Shoppers Drug Mart,,
3654838,/lra/reporting/public/registrar/view.do?method=get&registrationId=3654838,"Enns, Andrew",Consultant Lobbyist,Consultant Lobbyist,Terminated,"January  29, 2018",TransCanada Limited,,
230127,/lra/reporting/public/registrar/view.do?method=get&registrationId=230127,"Entwistle, Darren",Senior Officer,Organization,Terminated,"July   16, 2018",,TELUS,
258130,/lra/reporting/public/registrar/view.do?method=get&registrationId=258130,"Entwistle, Darren",Senior Officer,Organization,Terminated,"January  17, 2019",,TELUS,
294481,/lra/reporting/public/registrar/view.do?method=get&registrationId=294481,"Entwistle, Darren",Senior Officer,Organization,Terminated,"September 18, 2019",,TELUS,
10554332,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554332,"Entwistle, Darren",Senior Officer,Organization,Terminated,"January  12, 2018",,TELUS,
443003,/lra/reporting/public/registrar/view.do?method=get&registrationId=443003,"Entwistle, Darren",Senior Officer,Organization,Active,"June   25, 2021",,TELUS Corporation,
371357,/lra/reporting/public/registrar/view.do?method=get&registrationId=371357,"Entwistle, Darren",Senior Officer,Organization,Terminated,"October  30, 2020",,TELUS Corporation,
401312,/lra/reporting/public/registrar/view.do?method=get&registrationId=401312,"Entwistle, Darren",Senior Officer,Organization,Terminated,"June   25, 2021",,TELUS Corporation,
16458051,/lra/reporting/public/registrar/view.do?method=get&registrationId=16458051,"Entwistle, Darren",Senior Officer,Organization,Terminated,"April   28, 2020",,TELUS Corporation,
232571,/lra/reporting/public/registrar/view.do?method=get&registrationId=232571,"Epp, Jonathan",In House Lobbyist,Organization,Terminated,"August  17, 2018",,Engineers Geoscientists Manitoba,
261910,/lra/reporting/public/registrar/view.do?method=get&registrationId=261910,"Epp, Jonathan",In House Lobbyist,Organization,Terminated,"March   22, 2019",,Engineers Geoscientists Manitoba,
297730,/lra/reporting/public/registrar/view.do?method=get&registrationId=297730,"Epp, Jonathan",In House Lobbyist,Organization,Terminated,"November 20, 2019",,Engineers Geoscientists Manitoba,
10979090,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979090,"Epstein, Josh",In House Lobbyist,Organization,Terminated,"September 06, 2018",,Nuuvera Inc.,
693454,/lra/reporting/public/registrar/view.do?method=get&registrationId=693454,"Ewen, Dallas",In House Lobbyist,Organization,Terminated,"April   08, 2013",,The Great-West Life Assurance Company,
8288223,/lra/reporting/public/registrar/view.do?method=get&registrationId=8288223,"Falconer, Patrick",Consultant Lobbyist,Consultant Lobbyist,Terminated,"January  30, 2019",Barrier-Free Manitoba,,The Project Group (TPG) Consulting Cooperative Ltd.
2112659,/lra/reporting/public/registrar/view.do?method=get&registrationId=2112659,"Falconer, Patrick Thomas",Consultant Lobbyist,Consultant Lobbyist,Terminated,"August  19, 2014",Abilities Manitoba,,The Project Group (TPG) Consulting Cooperative Ltd.
295807,/lra/reporting/public/registrar/view.do?method=get&registrationId=295807,"Falconer, Patrick Thomas",Consultant Lobbyist,Consultant Lobbyist,Terminated,"January  30, 2014",Barrier-Free Manitoba,,The Project Group (TPG) Consulting Cooperative Ltd.
2642111,/lra/reporting/public/registrar/view.do?method=get&registrationId=2642111,"Falconer, Patrick Thomas",Consultant Lobbyist,Consultant Lobbyist,Terminated,"May    30, 2016",Barrier-Free Manitoba,,The Project Group (TPG) Consulting Cooperative Ltd.
436690,/lra/reporting/public/registrar/view.do?method=get&registrationId=436690,"Farewell, Elgin",In House Lobbyist,Organization,Active,"April   26, 2021",,Teranet Holdings LP,
436690,/lra/reporting/public/registrar/view.do?method=get&registrationId=436690,"Farewell, Elgin",Senior Officer,Organization,Active,"April   26, 2021",,Teranet Holdings LP,
69867,/lra/reporting/public/registrar/view.do?method=get&registrationId=69867,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"January  06, 2015",,Teranet Holdings LP,
92592,/lra/reporting/public/registrar/view.do?method=get&registrationId=92592,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"July   07, 2015",,Teranet Holdings LP,
116974,/lra/reporting/public/registrar/view.do?method=get&registrationId=116974,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"January  13, 2016",,Teranet Holdings LP,
126275,/lra/reporting/public/registrar/view.do?method=get&registrationId=126275,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"July   18, 2016",,Teranet Holdings LP,
163617,/lra/reporting/public/registrar/view.do?method=get&registrationId=163617,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"February 24, 2017",,Teranet Holdings LP,
209709,/lra/reporting/public/registrar/view.do?method=get&registrationId=209709,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"August  29, 2017",,Teranet Holdings LP,
220225,/lra/reporting/public/registrar/view.do?method=get&registrationId=220225,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"March   01, 2018",,Teranet Holdings LP,
244162,/lra/reporting/public/registrar/view.do?method=get&registrationId=244162,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"October  12, 2018",,Teranet Holdings LP,
285282,/lra/reporting/public/registrar/view.do?method=get&registrationId=285282,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"April   13, 2019",,Teranet Holdings LP,
300812,/lra/reporting/public/registrar/view.do?method=get&registrationId=300812,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"October  17, 2019",,Teranet Holdings LP,
328904,/lra/reporting/public/registrar/view.do?method=get&registrationId=328904,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"April   18, 2020",,Teranet Holdings LP,
370251,/lra/reporting/public/registrar/view.do?method=get&registrationId=370251,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"October  23, 2020",,Teranet Holdings LP,
400878,/lra/reporting/public/registrar/view.do?method=get&registrationId=400878,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"April   24, 2021",,Teranet Holdings LP,
943561,/lra/reporting/public/registrar/view.do?method=get&registrationId=943561,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"September 30, 2013",,Teranet Holdings LP,
2112658,/lra/reporting/public/registrar/view.do?method=get&registrationId=2112658,"Farewell, Elgin",In House Lobbyist,Organization,Terminated,"June   20, 2014",,Teranet Holdings LP,
69867,/lra/reporting/public/registrar/view.do?method=get&registrationId=69867,"Farewell, Elgin",Senior Officer,Organization,Terminated,"January  06, 2015",,Teranet Holdings LP,
92592,/lra/reporting/public/registrar/view.do?method=get&registrationId=92592,"Farewell, Elgin",Senior Officer,Organization,Terminated,"July   07, 2015",,Teranet Holdings LP,
116974,/lra/reporting/public/registrar/view.do?method=get&registrationId=116974,"Farewell, Elgin",Senior Officer,Organization,Terminated,"January  13, 2016",,Teranet Holdings LP,
126275,/lra/reporting/public/registrar/view.do?method=get&registrationId=126275,"Farewell, Elgin",Senior Officer,Organization,Terminated,"July   18, 2016",,Teranet Holdings LP,
163617,/lra/reporting/public/registrar/view.do?method=get&registrationId=163617,"Farewell, Elgin",Senior Officer,Organization,Terminated,"February 24, 2017",,Teranet Holdings LP,
209709,/lra/reporting/public/registrar/view.do?method=get&registrationId=209709,"Farewell, Elgin",Senior Officer,Organization,Terminated,"August  29, 2017",,Teranet Holdings LP,
